"","X","ST166Q02HA","ST166Q05HA","ST216Q01HA","ST216Q02HA","ST216Q03HA","FL167Q01HA","FL167Q02HA","FL167Q04HA","GRADE","MISCED","FISCED","BMMJ1","BFMJ2","BSMJ","literacy","sisced","COGFLEX","FLFAMILY","METASPAM"
"1",73099,6,6,4,4,4,1,1,1,-1,0,0,17,15.35,30.78,362.5818,5,2.04129831335981,-1.69146723648415,0.553794608158519
"2",73100,6,5,2,1,1,1,2,2,0,6,6,82.41,71.39,88.96,480.8292,6,-1.38248920985662,-0.942077339240434,0.0211012480741791
"3",73101,4,6,1,3,1,3,4,4,0,6,6,54.55,57.68,81.92,609.8208,6,-0.792873876797397,1.1999243701099,0.0228289661089937
"4",73103,3,3,3,3,3,2,2,2,-1,6,1,68.88,47.42,56.57,490.4052,2,0.914436242482403,-0.562244012747661,-0.940400185068825
"5",73105,6,6,3,2,5,4,2,4,0,2,0,26.64,13.34,85.85,584.5465,6,1.11195196952821,0.56015092255695,0.553794608158519
"6",73107,6,6,2,1,4,1,3,3,-1,2,4,25.06,43.33,85.85,502.4043,1,-0.246971741009175,-0.19727250408195,0.553794608158519
"7",73108,5,5,2,2,3,3,3,3,0,6,2,81.05,22.57,73.91,547.8906,6,-0.0868735165116859,0.4989672074669,-0.123476447825085
"8",73109,4,6,3,1,3,2,2,2,0,2,2,16.5,51.5,51.5,496.6194,2,-0.111682483478705,-0.562244012747661,0.0228289661089937
"9",73110,3,3,3,3,3,1,1,3,-2,6,6,16.5,27.81,16.34,424.8422,1,0.914436242482403,-1.20089134693881,-0.940400185068825
"10",73111,6,5,2,2,2,3,3,3,-1,1,5,24.53,25.04,83.09,489.8557,6,-0.451687151752597,0.4989672074669,0.0211012480741791
"11",73115,3,3,3,2,3,3,3,3,-2,5,1,16.38,25.95,86.72,493.2207,6,0.400682026601553,0.4989672074669,-0.940400185068825
"12",73117,6,6,3,2,2,1,1,2,0,6,6,75.5,65.01,88.7,617.8286,6,0.0468140892868284,-1.35253152854004,0.553794608158519
"13",73119,3,5,4,4,4,3,3,3,0,2,1,26.64,30.78,80.92,631.3821,6,2.04129831335981,0.4989672074669,-0.371754739735541
"14",73120,6,6,1,1,1,3,3,3,0,2,1,16.38,22.77,78.76,581.3088,6,-2.244308447264,0.4989672074669,0.553794608158519
"15",73124,6,6,3,2,5,1,1,2,0,0,0,17,37.83,85.85,521.868,6,1.11195196952821,-1.35253152854004,0.553794608158519
"16",73125,6,6,2,1,1,3,3,3,0,6,6,71.39,57.03,79.05,451.3425,6,-1.38248920985662,0.4989672074669,0.553794608158519
"17",73129,4,3,3,3,3,2,2,2,-1,5,1,17,16.34,29.18,425.261,2,0.914436242482403,-0.562244012747661,-0.782927337634772
"18",73131,6,6,3,2,2,2,1,1,0,6,6,82.41,65.01,88.7,524.7399,6,0.0468140892868284,-1.15465056930886,0.553794608158519
"19",73133,3,1,5,4,3,1,1,2,0,4,2,28.48,57.03,80.46,438.4997,3,2.13502839379627,-1.35253152854004,-1.64709770664521
"20",73136,6,6,2,5,5,2,1,3,0,6,6,78.69,77.1,70.34,630.1639,6,1.96495307559985,-0.928008923961234,0.553794608158519
"21",73140,6,3,2,4,3,2,2,2,0,6,6,65.01,81.13,79.49,570.3476,6,0.938995075196844,-0.562244012747661,-0.499278759561961
"22",73142,5,5,2,2,3,2,2,3,0,6,6,79.74,85.41,79.74,586.2272,6,-0.0868735165116859,-0.329383646217568,-0.123476447825085
"23",73145,6,6,3,2,3,3,3,3,0,4,1,51.56,22.16,70.34,496.6135,6,0.400682026601553,0.4989672074669,0.553794608158519
"24",73148,6,6,2,3,1,2,2,2,0,6,6,44.94,85.41,81.92,547.0732,6,-0.290222614186354,-0.562244012747661,0.553794608158519
"25",73149,6,6,4,3,4,4,4,4,0,6,5,74.79,57.03,65.23,519.5507,6,1.66946197895088,1.61879374227692,0.553794608158519
"26",73150,6,6,1,5,1,1,1,1,0,6,6,76.49,60.92,88.7,714.0338,6,0.251929078890489,-1.69146723648415,0.553794608158519
"27",73151,5,4,2,2,2,1,2,1,0,1,2,23.47,43.33,79.05,565.0202,6,-0.451687151752597,-1.05404141957521,-0.373068066846296
"28",73152,2,6,2,2,2,2,2,2,0,1,0,16.38,33.76,29.18,477.7901,6,-0.451687151752597,-0.562244012747661,-0.248928815485956
"29",73154,3,3,3,3,4,2,1,2,0,3,3,57.99,33.76,76.65,577.0939,3,1.26065125212383,-1.04059489189381,-0.940400185068825
"30",73155,5,5,2,2,3,2,3,3,0,3,3,35.7,35.7,79.05,648.2917,6,-0.0868735165116859,0.0672090668826926,-0.123476447825085
"31",73156,6,6,2,1,2,3,3,2,0,2,2,26.64,17,86.72,576.4553,6,-0.98174169644885,0.242358991049589,0.553794608158519
"32",73157,4,6,2,2,2,3,1,3,0,6,6,55.25,50.37,85.85,505.4611,6,-0.451687151752597,-0.531125076547807,0.0228289661089937
"33",73158,6,6,3,2,3,4,3,2,-1,4,2,18.13,36.97,51.35,581.506,5,0.400682026601553,0.866196584111382,0.553794608158519
"34",73159,6,6,3,3,3,3,3,3,0,2,0,14.21,57.03,46.76,497.858,6,0.914436242482403,0.4989672074669,0.553794608158519
"35",73160,6,6,3,3,3,4,3,3,-1,2,2,28.48,30.78,78.17,382.9275,3,0.914436242482403,0.99119142392321,0.553794608158519
"36",73161,5,5,2,2,2,3,3,3,0,4,4,31.08,30.34,29.18,477.2372,3,-0.451687151752597,0.4989672074669,-0.123476447825085
"37",73162,6,6,3,3,3,2,2,2,0,4,3,36.92,14.21,74.66,620.1615,6,0.914436242482403,-0.562244012747661,0.553794608158519
"38",73163,6,6,4,2,2,3,4,4,0,6,6,26.64,72.83,75.13,562.8564,6,0.532177964642807,1.1999243701099,0.553794608158519
"39",73168,3,2,3,3,3,1,2,2,-1,2,2,31.08,28.52,50.9,412.1902,3,0.914436242482403,-0.942077339240434,-1.26355192734577
"40",73170,6,6,3,3,4,1,1,2,0,6,6,70.34,36.92,82.41,519.5525,6,1.26065125212383,-1.35253152854004,0.553794608158519
"41",73171,5,2,3,3,2,4,4,3,0,4,4,26.64,70.34,70.34,462.4535,6,0.556513263686608,1.38799038862918,-0.942115625898092
"42",73172,4,5,2,3,4,1,1,1,0,6,6,81.92,57.04,84.14,582.2399,6,0.780791114631594,-1.69146723648415,-0.250249580021204
"43",73174,6,6,1,1,1,3,3,3,0,6,6,16.5,57.03,80.46,553.8486,6,-2.244308447264,0.4989672074669,0.553794608158519
"44",73175,6,6,3,3,4,2,3,3,0,6,6,76.65,71.39,81.92,655.081,6,1.26065125212383,0.0672090668826926,0.553794608158519
"45",73176,6,5,1,3,2,1,1,3,-3,6,6,71.39,40.54,39.73,470.379,6,-0.426529995114967,-1.20089134693881,0.0211012480741791
"46",73178,4,4,3,3,4,3,1,4,-1,2,0,17,26.62,84.14,376.7213,5,1.26065125212383,-0.308083345181288,-0.497888870771127
"47",73179,3,3,1,2,3,2,3,3,0,6,3,75.54,25.95,88.31,551.7751,6,-0.58804166972774,0.0672090668826926,-0.940400185068825
"48",73180,2,3,3,2,3,1,2,2,0,2,0,24.98,55.03,88.7,546.9821,6,0.400682026601553,-0.942077339240434,-1.09982469592854
"49",73181,6,6,3,3,3,2,2,2,-1,2,2,50.15,50.15,53.15,441.0635,6,0.914436242482403,-0.562244012747661,0.553794608158519
"50",73182,5,4,2,2,3,1,1,3,0,4,3,23.57,35.34,36.35,547.3984,6,-0.0868735165116859,-1.20089134693881,-0.373068066846296
"51",73183,5,4,3,3,3,2,2,2,-1,0,1,21.64,50.15,62.45,450.5795,4,0.914436242482403,-0.562244012747661,-0.373068066846296
"52",73184,5,3,4,5,5,2,3,2,0,6,4,74.79,51.5,50.9,587.5322,6,2.72540830600443,-0.0403881215327886,-0.634405602163965
"53",73187,5,5,4,4,2,3,2,3,1,6,5,68.7,23.8,80.46,584.8399,6,1.51218362815007,-0.0274610457748489,-0.123476447825085
"54",73189,6,6,2,1,1,2,3,3,0,4,2,35.34,29.16,88.7,552.9339,6,-1.38248920985662,0.0672090668826926,0.553794608158519
"55",73190,5,6,3,2,2,4,4,3,0,2,4,21.81,25.95,82.41,651.9834,6,0.0468140892868284,1.38799038862918,0.212806530169903
"56",73192,6,6,3,1,3,1,1,2,0,6,6,59.76,82.41,77.1,581.6632,6,-0.111682483478705,-1.35253152854004,0.553794608158519
"57",73193,3,2,3,3,3,1,1,1,0,2,1,47.42,23.8,88.96,582.0752,6,0.914436242482403,-1.69146723648415,-1.26355192734577
"58",73195,6,6,2,1,2,3,3,3,0,0,2,50.15,51.5,29.18,569.5327,3,-0.98174169644885,0.4989672074669,0.553794608158519
"59",73196,6,3,2,3,2,3,3,2,0,2,1,31.08,43.85,74.66,563.634,6,0.0713105617274848,0.242358991049589,-0.499278759561961
"60",73198,3,6,3,1,1,3,4,4,0,6,5,76.49,55.25,84.61,505.4568,6,-0.843376298833451,1.1999243701099,-0.122042536612425
"61",73199,6,6,3,2,2,2,3,2,0,0,1,14.21,22.57,29.18,611.3427,3,0.0468140892868284,-0.0403881215327886,0.553794608158519
"62",73202,4,6,3,1,3,1,2,3,0,2,2,23.47,22.77,32.75,614.3059,6,-0.111682483478705,-0.817201567464392,0.0228289661089937
"63",73203,4,2,3,3,3,3,3,3,-1,0,0,32.67,22.57,50.9,470.0705,2,0.914436242482403,0.4989672074669,-1.10154667257686
"64",73205,4,4,3,2,3,3,3,2,-1,6,6,18.13,13.34,76.49,363.9015,2,0.400682026601553,0.242358991049589,-0.497888870771127
"65",73206,5,2,2,2,1,2,3,3,-1,1,1,28.48,30.78,86.72,535.7863,6,-0.818101993299583,0.0672090668826926,-0.942115625898092
"66",73208,1,4,3,3,2,1,1,1,0,6,6,85.41,73.38,62.45,594.1095,6,0.556513263686608,-1.69146723648415,-0.938684875966786
"67",73209,5,5,3,2,3,3,3,3,0,6,4,85.41,65.01,80.78,600.2682,6,0.400682026601553,0.4989672074669,-0.123476447825085
"68",73212,6,6,3,2,2,4,3,3,0,6,2,58.77,59.89,88.7,542.6613,6,0.0468140892868284,0.99119142392321,0.553794608158519
"69",73213,1,5,1,2,2,1,1,2,0,6,6,81.13,77.1,88.7,598.389,6,-0.956009515285435,-1.35253152854004,-0.631351634614524
"70",73214,6,4,1,1,1,2,2,1,0,6,4,82.41,70.34,70.34,541.9394,6,-2.244308447264,-0.762354626636194,-0.251569765208248
"71",73220,3,4,2,2,2,1,1,1,0,6,6,71.39,51.56,86.72,439.977,6,-0.451687151752597,-1.69146723648415,-0.632877796510115
"72",73221,5,6,2,2,3,3,2,2,0,6,6,57.37,74.66,75.54,520.0907,6,-0.0868735165116859,-0.137261268610083,0.212806530169903
"73",73222,5,4,3,2,4,1,1,1,0,2,2,31.08,25.95,86.72,639.7913,6,0.756149318894994,-1.69146723648415,-0.373068066846296
"74",73223,5,3,2,2,3,2,2,2,0,6,6,24.98,41.63,65.23,479.7086,6,-0.0868735165116859,-0.562244012747661,-0.634405602163965
"75",73224,6,6,2,2,2,1,1,2,0,2,5,24.16,26.85,80.75,569.792,6,-0.451687151752597,-1.35253152854004,0.553794608158519
"76",73226,4,3,3,3,3,3,2,3,0,4,1,14.21,28.48,79.05,554.7032,6,0.914436242482403,-0.0274610457748489,-0.782927337634772
"77",73227,6,6,3,3,4,4,4,3,0,1,2,16.5,24.98,63.03,606.5821,6,1.26065125212383,1.38799038862918,0.553794608158519
"78",73230,6,6,3,2,3,2,1,2,1,4,6,51.56,50.9,82.41,532.1576,6,0.400682026601553,-1.04059489189381,0.553794608158519
"79",73231,6,6,3,2,3,4,4,4,0,6,6,78.69,62.45,81.92,547.0949,6,0.400682026601553,1.61879374227692,0.553794608158519
"80",73232,6,6,2,2,1,3,1,2,0,6,2,81.4,36.35,71.39,615.1162,6,-0.818101993299583,-0.7428740539829,0.553794608158519
"81",73237,6,6,2,2,2,4,4,2,0,6,6,76.65,77.1,77.1,601.2301,6,-0.451687151752597,1.2449440080379,0.553794608158519
"82",73238,4,2,3,2,3,2,2,2,0,5,5,76.65,56.57,64.44,558.8087,6,0.400682026601553,-0.562244012747661,-1.10154667257686
"83",73240,6,3,1,1,3,3,3,3,0,2,4,17,25.51,77.1,495.3693,3,-1.12402196033105,0.4989672074669,-0.499278759561961
"84",73243,2,3,4,3,3,2,2,3,0,4,4,57.38,70.34,70.34,549.4433,6,1.37952245769061,-0.329383646217568,-1.09982469592854
"85",73244,6,6,3,4,3,4,4,4,0,6,6,60.29,72.83,62.45,559.5943,6,1.4007424608821,1.61879374227692,0.553794608158519
"86",73245,2,5,2,2,2,1,2,3,0,4,0,23.57,13.35,68.88,452.2136,3,-0.451687151752597,-0.817201567464392,-0.496500247014317
"87",73246,2,2,4,3,4,1,2,2,-1,1,1,17,11.74,25.04,444.2751,2,1.66946197895088,-0.942077339240434,-1.43773108173645
"88",73247,6,6,3,3,4,3,3,3,-1,1,1,23.47,31.72,30.78,506.0917,5,1.26065125212383,0.4989672074669,0.553794608158519
"89",73250,6,6,1,2,1,4,4,3,0,2,1,25.06,26.62,84.61,630.2428,6,-1.35255153112643,1.38799038862918,0.553794608158519
"90",73251,6,6,2,2,2,2,3,1,0,6,6,46.76,70.34,46.76,580.2718,6,-0.451687151752597,-0.151450272797855,0.553794608158519
"91",73253,6,6,3,3,3,3,3,3,0,5,4,30.49,51.01,75.54,496.2508,6,0.914436242482403,0.4989672074669,0.553794608158519
"92",73254,6,6,2,2,2,3,2,3,0,2,3,26.64,46.38,63.03,638.2759,6,-0.451687151752597,-0.0274610457748489,0.553794608158519
"93",73255,6,6,1,1,3,1,1,2,0,6,6,70.5,78.69,81.92,603.5229,6,-1.12402196033105,-1.35253152854004,0.553794608158519
"94",73257,3,6,5,5,5,4,4,4,0,5,5,62.45,80.75,70.34,515.5395,6,3.45382093706903,1.61879374227692,-0.122042536612425
"95",73258,5,3,3,3,3,2,3,3,0,4,2,28.48,62.39,46.76,510.7926,6,0.914436242482403,0.0672090668826926,-0.634405602163965
"96",73261,4,6,3,2,2,2,1,2,0,0,0,16.38,59.89,70.34,509.1202,6,0.0468140892868284,-1.04059489189381,0.0228289661089937
"97",73262,4,5,2,2,4,2,2,2,-1,0,1,17,30.78,84.14,383.2092,6,0.269489590390518,-0.562244012747661,-0.250249580021204
"98",73263,6,6,3,2,2,4,4,4,0,5,2,24.98,59.89,79.05,564.8193,6,0.0468140892868284,1.61879374227692,0.553794608158519
"99",73264,3,5,3,2,1,3,3,3,0,6,6,88.7,70.34,88.7,608.9242,6,-0.315326501286834,0.4989672074669,-0.371754739735541
"100",73266,5,5,2,1,2,3,3,3,0,0,0,17,16.34,86.72,536.6965,6,-0.98174169644885,0.4989672074669,-0.123476447825085
"101",73272,2,2,2,3,3,2,2,2,-2,2,2,25.04,24.53,36.35,366.4169,1,0.424885078014368,-0.562244012747661,-1.43773108173645
"102",73273,2,3,3,2,3,1,2,1,-1,6,6,82.41,81.92,88.7,650.5036,6,0.400682026601553,-1.05404141957521,-1.09982469592854
"103",73276,6,6,2,2,3,2,2,3,0,6,6,84.61,57.37,81.92,626.0445,6,-0.0868735165116859,-0.329383646217568,0.553794608158519
"104",73277,5,3,3,3,3,2,1,2,-1,2,2,26.64,26.62,78.69,499.2806,5,0.914436242482403,-1.04059489189381,-0.634405602163965
"105",73278,6,6,2,1,1,1,1,3,0,1,4,14.21,23.57,73.38,580.1436,6,-1.38248920985662,-1.20089134693881,0.553794608158519
"106",73280,2,2,3,3,3,2,3,3,-1,2,1,14.21,22.57,76.49,502.8124,6,0.914436242482403,0.0672090668826926,-1.43773108173645
"107",73281,2,1,5,3,2,1,1,1,0,2,5,16.8,28.48,63.03,517.5833,3,1.4920786701578,-1.69146723648415,-1.93980487635896
"108",73282,5,3,2,3,2,3,3,3,-1,2,0,14.21,28.52,23.57,497.3031,5,0.0713105617274848,0.4989672074669,-0.634405602163965
"109",73283,6,6,4,2,5,1,1,1,-1,2,2,55.25,70.34,78.76,533.4906,3,1.54642390938804,-1.69146723648415,0.553794608158519
"110",73284,6,6,3,2,4,4,1,4,0,6,0,68.7,18.13,50.9,584.486,6,0.756149318894994,-0.0145558502973575,0.553794608158519
"111",73285,3,2,3,4,3,2,2,2,-1,2,1,16.5,15.35,31.08,511.5484,1,1.4007424608821,-0.562244012747661,-1.26355192734577
"112",73289,3,3,2,1,1,2,2,3,0,6,6,49.48,49.48,85.85,559.2658,6,-1.38248920985662,-0.329383646217568,-0.940400185068825
"113",73291,6,1,3,2,3,3,3,3,-1,4,5,21.64,23.57,30.78,489.5484,5,0.400682026601553,0.4989672074669,-1.10326886493214
"114",73292,6,6,2,2,3,3,3,3,0,0,2,23.47,59.89,77.1,500.572,6,-0.0868735165116859,0.4989672074669,0.553794608158519
"115",73293,3,3,3,2,2,2,2,2,0,2,1,23.47,26.6,88.7,549.6535,6,0.0468140892868284,-0.562244012747661,-0.940400185068825
"116",73294,6,3,3,3,2,2,2,3,-1,2,3,25.95,25.95,85.85,487.9896,6,0.556513263686608,-0.329383646217568,-0.499278759561961
"117",73295,5,4,3,2,4,3,3,3,0,4,0,24.53,39.04,82.31,572.1587,5,0.756149318894994,0.4989672074669,-0.373068066846296
"118",73297,6,6,2,2,4,3,3,3,0,6,0,76.65,24.45,68.7,510.2195,6,0.269489590390518,0.4989672074669,0.553794608158519
"119",73299,6,1,2,2,2,1,1,1,-1,2,1,23.47,22.75,78.69,434.6689,6,-0.451687151752597,-1.69146723648415,-1.10326886493214
"120",73301,6,6,2,2,2,2,2,2,0,4,6,43.33,28.12,86.72,486.1452,6,-0.451687151752597,-0.562244012747661,0.553794608158519
"121",73303,6,6,2,2,2,3,3,3,0,3,3,79.74,65.01,79.74,631.0101,4,-0.451687151752597,0.4989672074669,0.553794608158519
"122",73304,4,4,3,3,3,2,2,2,0,2,1,18.95,25.95,63.03,507.8761,3,0.914436242482403,-0.562244012747661,-0.497888870771127
"123",73306,5,5,3,3,2,3,3,3,0,1,2,58.77,15.35,72.83,475.6344,6,0.556513263686608,0.4989672074669,-0.123476447825085
"124",73310,6,6,1,1,1,3,3,3,0,4,4,76.65,76.65,76.98,469.9858,6,-2.244308447264,0.4989672074669,0.553794608158519
"125",73312,6,6,5,5,5,3,3,3,-1,5,0,20.91,13.87,82.41,397.3489,5,3.45382093706903,0.4989672074669,0.553794608158519
"126",73314,6,6,3,1,2,3,3,2,0,6,2,68.7,25.06,88.7,520.4664,6,-0.476842786516939,0.242358991049589,0.553794608158519
"127",73315,6,3,2,1,2,3,3,3,0,1,1,30.49,70.34,85.85,491.124,6,-0.98174169644885,0.4989672074669,-0.499278759561961
"128",73316,6,6,3,2,5,1,1,4,-1,2,2,39.04,24.49,65.23,503.742,6,1.11195196952821,-1.08208497242367,0.553794608158519
"129",73318,5,5,1,1,1,1,1,3,0,4,4,23.41,62.13,19.83,454.6479,6,-2.244308447264,-1.20089134693881,-0.123476447825085
"130",73319,6,6,3,3,5,3,2,3,-1,5,5,26.64,36.92,46.76,477.3904,5,1.56602468771262,-0.0274610457748489,0.553794608158519
"131",73323,1,1,2,2,2,1,1,1,-2,2,1,26.64,20.91,29.18,382.6783,3,-0.451687151752597,-1.69146723648415,-2.55637096389897
"132",73325,2,2,3,2,3,2,3,3,0,4,4,71.39,76.65,79.49,558.0589,6,0.400682026601553,0.0672090668826926,-1.43773108173645
"133",73327,6,6,3,3,4,4,4,4,0,6,1,76.65,30.34,79.74,549.4741,6,1.26065125212383,1.61879374227692,0.553794608158519
"134",73329,6,6,3,1,1,3,3,3,0,2,6,17,51.5,81.92,596.8801,6,-0.843376298833451,0.4989672074669,0.553794608158519
"135",73332,4,2,2,2,3,3,3,3,-1,1,5,14.21,36.97,47.42,448.1197,5,-0.0868735165116859,0.4989672074669,-1.10154667257686
"136",73333,6,6,2,3,1,2,2,3,0,6,4,65.01,60.92,70.34,606.4718,6,-0.290222614186354,-0.329383646217568,0.553794608158519
"137",73336,5,6,2,2,4,4,4,4,0,2,1,51.56,59.89,81.92,512.4293,6,0.269489590390518,1.61879374227692,0.212806530169903
"138",73338,4,6,2,1,4,3,4,4,0,6,2,44.94,41.27,80.78,675.8854,6,-0.246971741009175,1.1999243701099,0.0228289661089937
"139",73339,5,6,3,4,4,2,1,3,0,6,0,24.98,22.57,51.5,423.4395,6,1.68806116574265,-0.928008923961234,0.212806530169903
"140",73342,5,6,3,2,3,3,3,2,0,0,1,30.9,23.57,81.92,525.021,6,0.400682026601553,0.242358991049589,0.212806530169903
"141",73345,5,4,3,2,4,1,1,2,0,6,6,82.41,76.49,84.61,630.4173,6,0.756149318894994,-1.35253152854004,-0.373068066846296
"142",73352,6,6,1,1,1,3,3,3,-1,2,2,14.82,22.57,85.85,560.0686,6,-2.244308447264,0.4989672074669,0.553794608158519
"143",73356,3,2,3,3,3,3,3,2,0,4,1,50.37,22.57,73.38,602.896,6,0.914436242482403,0.242358991049589,-1.26355192734577
"144",73358,5,3,1,3,2,2,3,3,0,6,6,82.41,56.5,73.71,537.0478,6,-0.426529995114967,0.0672090668826926,-0.634405602163965
"145",73360,5,4,3,3,3,1,1,3,0,2,4,39.04,20.78,46.76,467.044,6,0.914436242482403,-1.20089134693881,-0.373068066846296
"146",73363,5,6,1,2,4,3,3,3,0,5,5,76.65,62.39,85.85,554.3851,6,-0.221940668187783,0.4989672074669,0.212806530169903
"147",73368,4,2,3,3,3,2,2,2,-2,2,2,17,30.35,62.45,453.993,2,0.914436242482403,-0.562244012747661,-1.10154667257686
"148",73369,6,6,2,2,2,1,1,1,-1,3,0,35.34,35.34,64.44,355.92,2,-0.451687151752597,-1.69146723648415,0.553794608158519
"149",73372,6,6,3,2,3,2,3,3,0,6,6,70.1,85.41,86.72,568.6535,6,0.400682026601553,0.0672090668826926,0.553794608158519
"150",73373,5,3,2,1,3,2,4,4,0,2,4,16.38,25.06,50.9,468.763,3,-0.61316527224348,0.932976494819686,-0.634405602163965
"151",73376,6,6,2,1,2,1,1,1,0,0,0,17,26.6,67.94,487.648,6,-0.98174169644885,-1.69146723648415,0.553794608158519
"152",73378,6,6,2,2,1,4,3,4,0,5,5,64.4,71.39,78.69,595.5683,5,-0.818101993299583,1.10130441699083,0.553794608158519
"153",73380,6,6,4,2,4,2,3,3,-1,5,6,25.2,70.34,50.9,396.2294,2,1.23803716139434,0.0672090668826926,0.553794608158519
"154",73382,4,4,3,3,4,4,4,2,0,6,6,55.03,49.48,88.7,657.056,6,1.26065125212383,1.2449440080379,-0.497888870771127
"155",73384,6,6,1,1,1,2,3,4,0,4,4,71.39,57.03,79.49,506.389,6,-2.244308447264,0.18797630224899,0.553794608158519
"156",73386,5,4,3,2,3,2,2,2,-1,1,6,24.53,41.27,81.92,521.1399,3,0.400682026601553,-0.562244012747661,-0.373068066846296
"157",73387,3,4,4,2,3,3,3,4,-1,4,4,39.04,30.34,17,433.3639,2,0.889832486174701,0.808349755277976,-0.632877796510115
"158",73388,6,5,1,1,2,3,3,2,0,4,2,50.37,56.38,85.85,629.4936,6,-1.55595664359465,0.242358991049589,0.0211012480741791
"159",73391,6,6,2,2,3,1,1,1,0,6,4,70.89,51.5,81.92,601.206,6,-0.0868735165116859,-1.69146723648415,0.553794608158519
"160",73392,6,6,4,3,4,2,2,2,0,6,2,76.49,28.48,70.34,568.2235,6,1.66946197895088,-0.562244012747661,0.553794608158519
"161",73394,3,3,2,2,2,2,2,2,0,2,1,24.98,17.79,84.14,430.3642,6,-0.451687151752597,-0.562244012747661,-0.940400185068825
"162",73395,6,6,2,1,1,2,3,3,0,5,6,65.01,72.3,88.7,585.4523,6,-1.38248920985662,0.0672090668826926,0.553794608158519
"163",73397,4,6,1,1,2,1,1,1,-1,2,4,42.3,33.83,85.85,597.4894,6,-1.55595664359465,-1.69146723648415,0.0228289661089937
"164",73399,4,6,1,1,2,4,4,4,-1,6,4,58.77,75.5,86.72,628.1661,6,-1.55595664359465,1.61879374227692,0.0228289661089937
"165",73402,2,4,1,1,1,2,2,3,-2,6,2,23.57,25.95,79.74,483.4069,5,-2.244308447264,-0.329383646217568,-0.781264436662001
"166",73403,3,3,2,2,2,2,2,2,-1,2,2,26.64,22.57,88.96,311.0755,6,-0.451687151752597,-0.562244012747661,-0.940400185068825
"167",73406,6,6,3,2,3,1,2,1,0,4,4,17,36.92,81.13,553.2786,6,0.400682026601553,-1.05404141957521,0.553794608158519
"168",73408,5,6,1,1,1,3,3,3,0,5,6,31.08,71.39,75.5,601.8807,6,-2.244308447264,0.4989672074669,0.212806530169903
"169",73409,4,3,2,2,3,4,4,4,-2,2,1,20.91,19.41,64.44,411.8773,2,-0.0868735165116859,1.61879374227692,-0.782927337634772
"170",73416,6,6,1,1,3,4,2,2,0,4,4,24.98,25.06,58.77,527.4137,6,-1.12402196033105,0.123787676930826,0.553794608158519
"171",73417,6,4,2,2,2,2,1,1,0,0,2,17,62.13,80.92,464.6455,6,-0.451687151752597,-1.15465056930886,-0.251569765208248
"172",73418,4,4,2,1,1,1,1,1,0,4,3,18.95,18.95,88.31,514.7631,6,-1.38248920985662,-1.69146723648415,-0.497888870771127
"173",73419,3,6,4,3,3,2,3,2,0,2,2,62.13,43.85,80.92,586.1949,6,1.37952245769061,-0.0403881215327886,-0.122042536612425
"174",73420,6,3,3,3,3,3,3,4,0,4,5,60.29,70.34,73.91,602.7463,6,0.914436242482403,0.808349755277976,-0.499278759561961
"175",73422,6,5,3,3,3,1,1,3,0,6,3,70.89,57.03,84.14,478.9418,3,0.914436242482403,-1.20089134693881,0.0211012480741791
"176",73424,4,2,3,3,3,4,3,4,0,2,1,26.64,11.01,76.65,461.9837,6,0.914436242482403,1.10130441699083,-1.10154667257686
"177",73426,5,6,1,1,1,4,4,4,0,5,5,21.64,33.76,60.92,534.219,6,-2.244308447264,1.61879374227692,0.212806530169903
"178",73428,6,2,2,1,1,1,1,2,0,4,2,23.47,27.91,31.08,418.1444,3,-1.38248920985662,-1.35253152854004,-0.784591315240267
"179",73430,6,6,3,2,2,1,1,1,0,2,2,16.38,22.57,29.18,539.6127,2,0.0468140892868284,-1.69146723648415,0.553794608158519
"180",73432,4,4,2,2,2,1,4,4,-1,2,1,16.5,25.04,24.53,447.113,2,-0.451687151752597,0.336845364667284,-0.497888870771127
"181",73433,6,6,3,5,2,1,1,2,0,3,1,28.48,22.57,68.77,635.195,6,1.53209851098224,-1.35253152854004,0.553794608158519
"182",73435,6,5,3,2,4,2,2,2,0,2,4,31.08,40.54,76.98,624.374,6,0.756149318894994,-0.562244012747661,0.0211012480741791
"183",73436,1,6,2,2,3,2,3,4,0,1,2,14.21,25.95,79.74,499.1798,6,-0.0868735165116859,0.18797630224899,-0.37044179990668
"184",73437,6,6,3,4,3,2,2,2,-1,1,2,28.48,24.8,46.76,470.0906,6,1.4007424608821,-0.562244012747661,0.553794608158519
"185",73440,5,5,3,2,2,2,2,2,-1,5,5,31.08,28.52,81.92,368.9232,6,0.0468140892868284,-0.562244012747661,-0.123476447825085
"186",73441,2,2,1,2,2,2,2,2,-1,0,1,17,22.57,85.85,365.2163,6,-0.956009515285435,-0.562244012747661,-1.43773108173645
"187",73442,1,4,2,3,3,4,4,4,0,6,2,76.65,44.94,46.76,516.9903,3,0.424885078014368,1.61879374227692,-0.938684875966786
"188",73443,6,6,3,2,2,1,1,3,0,6,3,76.65,26.85,64.44,529.6372,6,0.0468140892868284,-1.20089134693881,0.553794608158519
"189",73444,3,4,4,2,3,2,3,3,-1,2,1,58.77,28.48,31.08,393.4683,2,0.889832486174701,0.0672090668826926,-0.632877796510115
"190",73451,5,5,3,2,2,1,2,2,0,6,6,75.54,80.78,64.44,604.6442,6,0.0468140892868284,-0.942077339240434,-0.123476447825085
