"","X","ST166Q02HA","ST166Q05HA","ST216Q01HA","ST216Q02HA","ST216Q03HA","FL167Q01HA","FL167Q02HA","FL167Q04HA","GRADE","MISCED","FISCED","BMMJ1","BFMJ2","BSMJ","literacy","sisced","COGFLEX","FLFAMILY","METASPAM"
"971",74988,6,6,3,4,1,4,4,4,0,4,6,43.85,86.72,70.34,563.2975,6,0.713693987382604,1.61879374227692,0.553794608158519
"972",74993,6,2,2,3,5,2,2,3,0,5,6,39.04,71.39,79.74,492.2331,6,1.13560707128206,-0.329383646217568,-0.784591315240267
"973",74995,5,3,2,3,3,3,3,3,-1,2,2,14.21,15.35,64.44,432.9632,2,0.424885078014368,0.4989672074669,-0.634405602163965
"974",74996,5,1,2,2,4,3,3,3,0,4,2,23.47,33.76,72.83,545.7713,6,0.269489590390518,0.4989672074669,-1.26533928912363
"975",74998,5,5,2,2,4,3,3,3,0,6,6,70.09,57.68,81.92,732.4163,6,0.269489590390518,0.4989672074669,-0.123476447825085
"976",75000,5,6,3,2,3,3,3,4,0,4,1,47.83,25.11,50.9,621.3982,6,0.400682026601553,0.808349755277976,0.212806530169903
"977",75002,6,6,3,3,2,2,2,1,0,3,4,44.94,79.74,78.76,459.5829,6,0.556513263686608,-0.762354626636194,0.553794608158519
"978",75004,4,1,5,5,5,1,1,1,-1,3,0,14.21,24.98,24.53,372.7507,2,3.45382093706903,-1.69146723648415,-1.43973432915097
"979",75006,4,2,1,2,5,4,4,4,0,1,2,17,62.13,50.9,497.8239,3,0.137844656663831,1.61879374227692,-1.10154667257686
"980",75007,2,3,4,2,2,1,2,2,0,2,2,14.82,26.62,85.85,403.2758,6,0.532177964642807,-0.942077339240434,-1.09982469592854
"981",75009,6,6,3,3,2,2,2,3,0,4,1,25.04,24.53,65.23,480.6994,5,0.556513263686608,-0.329383646217568,0.553794608158519
"982",75011,4,4,1,1,1,3,4,4,-1,2,2,23.41,23.41,36.92,543.741,6,-2.244308447264,1.1999243701099,-0.497888870771127
"983",75013,3,3,2,2,3,3,3,3,-1,5,6,31.08,18.02,31.08,446.6997,5,-0.0868735165116859,0.4989672074669,-0.940400185068825
"984",75016,6,6,2,1,1,4,4,4,0,6,5,62.39,75.5,84.14,511.7001,6,-1.38248920985662,1.61879374227692,0.553794608158519
"985",75017,1,1,1,1,5,2,2,2,0,6,4,68.7,30.9,84.14,544.4544,6,-0.383135814931499,-0.562244012747661,-2.55637096389897
"986",75018,3,4,3,4,4,1,1,2,0,4,6,30.9,25.04,70.34,576.5315,6,1.68806116574265,-1.35253152854004,-0.632877796510115
"987",75019,6,6,1,1,3,2,1,4,0,2,6,57.25,60.92,85.85,484.9699,2,-1.12402196033105,-0.800070228644454,0.553794608158519
"988",75020,4,5,2,1,3,2,2,3,0,6,4,82.41,51.5,70.34,612.5966,6,-0.61316527224348,-0.329383646217568,-0.250249580021204
"989",75022,5,6,3,3,3,4,4,3,0,6,6,82.41,82.41,78.69,635.3996,6,0.914436242482403,1.38799038862918,0.212806530169903
"990",75027,5,4,3,2,3,4,4,4,0,6,6,51.56,74.7,79.05,602.0198,6,0.400682026601553,1.61879374227692,-0.373068066846296
"991",75030,4,5,2,2,5,2,2,2,0,4,6,17,79.05,81.92,466.7978,3,0.623012918723162,-0.562244012747661,-0.250249580021204
"992",75031,4,4,2,2,4,4,3,4,0,2,0,16.38,17,79.74,487.729,3,0.269489590390518,1.10130441699083,-0.497888870771127
"993",75032,2,5,2,2,2,2,2,1,0,6,6,70.34,70.34,63.03,607.6997,6,-0.451687151752597,-0.762354626636194,-0.496500247014317
"994",75033,4,3,3,3,4,3,2,2,-1,2,4,26.64,28.48,76.65,492.2543,6,1.26065125212383,-0.137261268610083,-0.782927337634772
"995",75036,6,6,2,1,1,1,2,3,0,6,3,80.92,74.66,70.34,684.5373,6,-1.38248920985662,-0.817201567464392,0.553794608158519
"996",75038,6,6,2,1,1,2,3,4,0,1,4,16.38,35.7,62.45,554.4967,3,-1.38248920985662,0.18797630224899,0.553794608158519
"997",75039,1,1,3,1,5,2,2,3,0,6,6,65.01,82.41,86.72,494.3428,6,0.598578319669333,-0.329383646217568,-2.55637096389897
"998",75040,6,1,3,1,1,2,3,2,0,1,5,17,20.91,78.69,517.476,4,-0.843376298833451,-0.0403881215327886,-1.10326886493214
"999",75042,6,6,4,3,4,2,2,3,0,6,4,82.41,31.72,70.34,627.8026,6,1.66946197895088,-0.329383646217568,0.553794608158519
"1000",75043,6,6,4,3,3,3,3,3,0,6,6,68.7,50.57,79.05,618.5451,6,1.379522,0.4989672,0.5537946
"1001",75044,5,5,2,2,2,1,2,3,0,6,6,82.41,76.65,77.1,578.68,6,-0.4516872,-0.8172016,-0.1234764
"1002",75045,3,3,3,3,3,1,4,3,-2,1,0,16.38,25.95,62.45,326.7337,1,0.9144362,0.1718115,-0.9404002
"1003",75047,3,6,3,2,2,2,2,2,0,6,5,65.01,73.91,80.92,656.6085,6,0.04681409,-0.562244,-0.1220425
"1004",75049,6,6,2,1,3,3,3,3,0,4,0,16.5,25.51,85.85,495.1714,6,-0.6131653,0.4989672,0.5537946
"1005",75051,2,2,3,3,3,4,4,4,-2,2,6,14.21,16.33,46.38,338.3253,3,0.9144362,1.618794,-1.437731
"1006",75052,3,5,2,2,2,1,2,2,0,6,2,75.43,51.5,78.69,500.4186,5,-0.4516872,-0.9420773,-0.3717547
"1007",75054,6,6,3,2,2,1,1,2,0,1,1,17,35.34,54.55,402.3463,6,0.04681409,-1.352532,0.5537946
"1008",75060,5,2,2,2,2,3,3,4,0,4,4,44.94,65.42,88.96,535.1369,6,-0.4516872,0.8083498,-0.9421156
"1009",75062,6,6,2,1,3,4,4,4,0,4,1,28.48,26.62,88.7,543.4989,6,-0.6131653,1.618794,0.5537946
"1010",75063,6,6,3,4,3,2,2,2,0,6,6,75.5,88.31,81.92,542.3802,6,1.400742,-0.562244,0.5537946
"1011",75065,3,1,3,2,5,1,1,1,-2,2,0,25.04,13.87,61.82,397.4988,2,1.111952,-1.691467,-1.647098
"1012",75067,6,6,1,1,1,1,2,3,0,6,6,70.34,43.85,79.74,596.9301,6,-2.244308,-0.8172016,0.5537946
"1013",75068,6,6,3,2,2,1,2,4,0,4,6,43.85,82.41,70.34,662.282,6,0.04681409,-0.6487925,0.5537946
"1014",75070,4,4,1,2,1,1,2,3,0,1,0,20.95,26.62,65.23,521.2412,6,-1.352552,-0.8172016,-0.4978889
"1015",75071,6,4,3,3,3,1,2,4,-2,5,6,62.13,26.85,61.82,372.6762,6,0.9144362,-0.6487925,-0.2515698
"1016",75072,6,6,2,2,4,3,2,3,0,6,6,82.41,74.66,50.15,516.3716,6,0.2694896,-0.02746105,0.5537946
"1017",75075,3,3,3,3,4,3,3,3,0,2,2,13.24,26.6,70.1,524.7919,6,1.260651,0.4989672,-0.9404002
"1018",75078,3,4,2,2,3,2,3,3,0,2,2,16.5,54.86,58.77,441.352,6,-0.08687352,0.06720907,-0.6328778
"1019",75079,5,5,1,1,1,4,4,4,0,6,6,75.5,78.17,63.03,660.953,6,-2.244308,1.618794,-0.1234764
"1020",75080,3,5,3,2,4,2,2,3,0,0,0,23.47,25.95,79.74,553.5699,6,0.7561493,-0.3293836,-0.3717547
"1021",75082,2,4,3,3,2,3,3,3,-2,6,6,28.48,30.34,64.44,362.3355,5,0.5565133,0.4989672,-0.7812644
"1022",75083,6,6,2,2,1,1,2,3,0,6,6,39.02,51.5,77.1,611.1722,6,-0.818102,-0.8172016,0.5537946
"1023",75084,5,6,2,2,2,4,4,4,0,4,2,23.47,15.35,85.85,474.2008,6,-0.4516872,1.618794,0.2128065
"1024",75086,6,2,1,2,1,1,3,3,-1,6,6,17,26.85,84.14,462.8978,4,-1.352552,-0.1972725,-0.7845913
"1025",75089,3,2,3,2,2,1,2,4,-2,1,1,21.64,25.95,25.95,353.9943,2,0.04681409,-0.6487925,-1.263552
"1026",75091,4,5,2,1,1,1,1,1,0,5,6,71.39,80.78,84.61,643.2805,6,-1.382489,-1.691467,-0.2502496
"1027",75092,4,6,2,1,2,3,2,2,0,6,6,68.7,68.7,88.7,660.1633,6,-0.9817417,-0.1372613,0.02282897
"1028",75093,6,5,2,2,2,1,4,4,-1,2,0,31.08,22.75,63.31,496.3472,2,-0.4516872,0.3368454,0.02110125
"1029",75099,3,4,2,2,2,2,3,3,-1,6,6,31.08,30.78,46.76,332.3233,6,-0.4516872,0.06720907,-0.6328778
"1030",75100,2,4,2,2,2,4,4,4,-1,5,5,11.74,29.16,23.57,459.2851,5,-0.4516872,1.618794,-0.7812644
"1031",75102,6,6,3,2,2,2,3,3,0,2,2,31.08,57.03,88.7,628.8682,6,0.04681409,0.06720907,0.5537946
"1032",75104,4,6,1,1,1,4,4,4,0,5,5,57.03,50.15,65.23,499.3255,6,-2.244308,1.618794,0.02282897
"1033",75105,6,6,5,5,4,2,2,2,0,5,5,76.49,36.92,79.05,584.346,6,2.866679,-0.562244,0.5537946
"1034",75107,2,4,2,3,3,3,3,3,0,4,6,50.15,68.88,63.03,570.57,6,0.4248851,0.4989672,-0.7812644
"1035",75108,6,6,5,5,5,4,4,4,0,4,2,50.57,36.92,86.72,437.7563,6,3.453821,1.618794,0.5537946
"1036",75114,3,4,3,1,1,2,2,4,0,2,2,25.95,25.95,68.55,517.9018,6,-0.8433763,-0.1819333,-0.6328778
"1037",75117,6,6,3,2,3,3,3,3,0,6,6,62.45,43.85,79.49,697.3693,6,0.400682,0.4989672,0.5537946
"1038",75118,6,6,3,2,2,1,1,4,0,6,6,79.74,79.74,50.9,663.9467,6,0.04681409,-1.082085,0.5537946
"1039",75119,6,6,1,1,2,3,3,3,0,6,6,70.34,78.69,50.9,622.1472,6,-1.555957,0.4989672,0.5537946
"1040",75120,3,3,2,2,2,2,2,3,0,6,2,76.49,26.6,67.94,560.1259,6,-0.4516872,-0.3293836,-0.9404002
"1041",75125,4,4,4,4,4,2,4,4,-1,2,2,57.99,75.5,86.72,426.1452,6,2.041298,0.9329765,-0.4978889
"1042",75130,6,1,1,1,1,3,3,1,0,6,6,54.27,57.03,70.34,443.3003,6,-2.244308,0.1094874,-1.103269
"1043",75131,6,2,3,2,4,2,3,3,0,6,5,43.85,25.04,78.69,488.2794,6,0.7561493,0.06720907,-0.7845913
"1044",75132,6,6,3,2,2,4,4,4,0,2,5,26.64,56.38,76.49,595.7174,6,0.04681409,1.618794,0.5537946
"1045",75133,4,5,3,3,3,2,3,2,0,6,5,44.72,75.5,86.72,553.9047,6,0.9144362,-0.04038812,-0.2502496
"1046",75134,6,5,3,2,2,2,2,2,0,4,2,44.94,25.95,64.44,549.733,6,0.04681409,-0.562244,0.02110125
"1047",75136,6,6,2,2,2,3,3,4,0,4,4,55.25,36.92,79.74,584.6252,6,-0.4516872,0.8083498,0.5537946
"1048",75138,5,4,3,3,3,3,3,3,0,3,2,19.66,57.64,51.5,579.2997,6,0.9144362,0.4989672,-0.3730681
"1049",75139,5,5,2,2,2,4,3,3,-1,2,2,26.64,23.8,50.9,446.1479,3,-0.4516872,0.9911914,-0.1234764
"1050",75141,6,6,4,3,4,1,1,1,0,4,4,43.33,30.99,50.15,461.902,6,1.669462,-1.691467,0.5537946
"1051",75142,6,6,2,2,3,4,4,4,-1,1,1,24.53,30.78,51.5,462.445,1,-0.08687352,1.618794,0.5537946
"1052",75143,6,6,1,3,1,1,2,3,1,4,2,17.85,27.52,67.94,522.3331,6,-0.7928739,-0.8172016,0.5537946
"1053",75144,5,3,2,1,1,1,1,3,-1,4,4,30.9,76.65,70.34,526.8474,5,-1.382489,-1.200891,-0.6344056
"1054",75148,2,6,1,1,2,2,2,2,-1,4,5,68.55,25.63,50.9,464.884,6,-1.555957,-0.562244,-0.2489288
"1055",75149,4,6,3,3,3,2,3,3,0,2,2,30.9,25.95,67.94,580.7454,6,0.9144362,0.06720907,0.02282897
"1056",75151,5,3,4,3,4,3,3,3,-2,1,1,23.47,17,78.69,424.825,5,1.669462,0.4989672,-0.6344056
"1057",75154,4,4,3,4,3,2,3,3,0,4,4,31.08,51.5,51.5,465.3371,6,1.400742,0.06720907,-0.4978889
"1058",75155,6,6,2,1,1,4,4,4,0,6,6,75.54,80.92,73.71,575.4693,6,-1.382489,1.618794,0.5537946
"1059",75157,6,6,2,1,1,3,3,3,0,6,4,23.8,23.8,85.85,443.7661,6,-1.382489,0.4989672,0.5537946
"1060",75159,4,3,2,2,2,1,2,4,-2,1,2,17,59.89,21.08,403.3352,5,-0.4516872,-0.6487925,-0.7829273
"1061",75160,6,6,2,2,2,2,1,1,0,4,3,55.25,20.91,63.03,527.6104,6,-0.4516872,-1.154651,0.5537946
"1062",75161,5,5,3,3,3,2,1,2,0,2,4,75.5,28.48,62.45,614.6529,6,0.9144362,-1.040595,-0.1234764
"1063",75162,4,6,3,2,4,1,2,2,0,2,2,31.08,27.91,79.74,524.8341,1,0.7561493,-0.9420773,0.02282897
"1064",75164,2,2,3,2,3,2,2,2,0,1,1,13.24,25.95,77.1,493.4679,6,0.400682,-0.562244,-1.437731
"1065",75166,5,2,1,1,2,3,3,3,0,6,6,58.77,70.34,79.05,618.2861,6,-1.555957,0.4989672,-0.9421156
"1066",75171,6,6,2,1,4,2,3,2,0,0,4,18.07,17,82.31,586.6511,6,-0.2469717,-0.04038812,0.5537946
"1067",75172,6,4,2,2,1,2,2,3,-1,6,1,70.5,23.8,57.04,466.5529,6,-0.818102,-0.3293836,-0.2515698
"1068",75173,1,6,3,1,1,2,3,4,0,6,6,76.49,73.91,43.85,554.1426,6,-0.8433763,0.1879763,-0.3704418
"1069",75176,6,2,1,1,1,4,4,4,-1,2,2,26.64,59.89,86.72,410.0189,6,-2.244308,1.618794,-0.7845913
"1070",75179,6,6,2,3,2,2,2,2,0,4,4,44.94,43.33,68.7,513.1634,6,0.07131056,-0.562244,0.5537946
"1071",75180,4,4,3,3,3,2,2,2,-1,5,5,21.64,59.89,25.04,448.0001,2,0.9144362,-0.562244,-0.4978889
"1072",75181,6,6,2,2,2,3,3,3,0,1,2,39.04,33.76,29.18,470.2452,3,-0.4516872,0.4989672,0.5537946
"1073",75182,5,3,3,2,3,1,2,3,-2,2,6,11.56,13.34,30.78,479.7188,2,0.400682,-0.8172016,-0.6344056
"1074",75184,5,5,3,2,4,3,3,4,0,6,6,81.92,88.7,69.24,585.8757,6,0.7561493,0.8083498,-0.1234764
"1075",75186,6,6,3,2,2,2,2,3,0,4,4,41.27,51.5,76.98,618.7673,6,0.04681409,-0.3293836,0.5537946
"1076",75188,6,6,2,1,4,3,2,4,0,6,6,44.94,80.92,77.1,542.9501,6,-0.2469717,0.08073719,0.5537946
"1077",75190,4,4,2,2,2,1,2,3,-1,2,1,17,39.04,24.98,353.8709,2,-0.4516872,-0.8172016,-0.4978889
"1078",75191,1,1,1,1,1,3,3,3,-2,4,2,14.64,36.35,36.92,380.2724,1,-2.244308,0.4989672,-2.556371
"1079",75192,6,6,2,1,1,3,2,3,0,2,2,19.41,51.5,51.5,526.0745,6,-1.382489,-0.02746105,0.5537946
"1080",75194,6,6,1,1,2,2,2,3,0,6,4,75.43,57.03,62.45,689.5304,5,-1.555957,-0.3293836,0.5537946
"1081",75197,4,4,2,2,2,3,4,4,0,6,6,79.05,36.92,88.7,577.9116,6,-0.4516872,1.199924,-0.4978889
"1082",75199,5,6,3,3,3,3,3,3,0,4,2,74.79,59.76,79.74,558.1034,6,0.9144362,0.4989672,0.2128065
"1083",75204,6,6,3,4,4,2,2,2,0,2,4,47.83,41.27,81.92,565.4509,6,1.688061,-0.562244,0.5537946
"1084",75205,4,2,4,3,4,1,1,2,0,4,6,43.33,86.72,72.83,571.2735,6,1.669462,-1.352532,-1.101547
"1085",75207,6,5,3,2,2,3,4,4,0,6,0,68.7,30.78,23.47,477.148,6,0.04681409,1.199924,0.02110125
"1086",75208,3,3,3,2,3,3,3,3,0,4,4,31.08,70.09,63.03,485.9776,6,0.400682,0.4989672,-0.9404002
"1087",75211,3,3,2,1,2,2,2,2,0,5,6,82.41,66.42,84.14,661.7992,6,-0.9817417,-0.562244,-0.9404002
"1088",75212,6,6,3,3,2,2,2,2,0,2,1,39.04,23.8,80.92,562.8569,6,0.5565133,-0.562244,0.5537946
"1089",75213,3,4,2,1,1,2,2,3,-3,2,1,44.14,25.04,50.9,416.4083,6,-1.382489,-0.3293836,-0.6328778
"1090",75214,6,3,4,3,4,2,1,2,0,2,1,14.21,22.57,73.38,593.4117,6,1.669462,-1.040595,-0.4992788
"1091",75215,6,5,3,2,3,3,3,3,0,6,6,72.3,80.78,75.54,602.2152,6,0.400682,0.4989672,0.02110125
"1092",75218,4,6,2,1,3,4,4,4,0,1,2,65.42,28.52,86.72,594.9436,6,-0.6131653,1.618794,0.02282897
"1093",75219,6,6,3,2,3,2,2,3,-1,4,1,44.94,25.06,47.42,425.9494,2,0.400682,-0.3293836,0.5537946
"1094",75221,6,5,3,2,2,3,3,3,0,6,6,31.08,51.5,70.5,555.2597,6,0.04681409,0.4989672,0.02110125
"1095",75223,5,4,3,3,5,2,2,3,0,1,1,13.24,25.23,88.96,501.1661,6,1.566025,-0.3293836,-0.3730681
"1096",75224,1,1,2,2,2,1,1,1,0,2,2,14.21,19.41,76.65,558.9151,6,-0.4516872,-1.691467,-2.556371
"1097",75225,3,4,1,1,1,4,4,4,0,6,2,76.49,50.73,61.91,515.2472,6,-2.244308,1.618794,-0.6328778
"1098",75226,6,5,3,3,3,2,3,2,-1,1,1,23.47,26.6,26.64,401.0895,2,0.9144362,-0.04038812,0.02110125
"1099",75227,6,6,1,2,2,1,1,3,0,6,6,68.7,68.7,81.92,587.145,6,-0.9560095,-1.200891,0.5537946
"1100",75228,4,3,2,2,2,4,4,3,0,4,4,14.21,51.5,83.5,682.9084,6,-0.4516872,1.38799,-0.7829273
"1101",75231,5,5,1,2,3,3,3,3,0,6,6,76.49,70.34,88.7,473.9446,6,-0.5880417,0.4989672,-0.1234764
"1102",75232,6,6,3,1,1,3,3,3,0,6,4,73.38,50.73,84.14,631.5531,6,-0.8433763,0.4989672,0.5537946
"1103",75236,6,6,2,2,4,4,4,4,0,1,0,39.04,59.89,79.74,589.3999,6,0.2694896,1.618794,0.5537946
"1104",75239,4,4,1,1,1,3,2,2,0,1,2,26.64,26.62,88.96,551.8599,6,-2.244308,-0.1372613,-0.4978889
"1105",75241,5,4,2,2,4,3,3,3,-1,2,2,54,28.7,63.03,437.4176,6,0.2694896,0.4989672,-0.3730681
"1106",75242,1,5,2,1,2,1,3,3,0,2,2,57,24.16,37.59,591.9988,6,-0.9817417,-0.1972725,-0.6313516
"1107",75243,6,6,3,2,2,2,2,2,0,6,6,70.34,85.41,80.46,647.8965,6,0.04681409,-0.562244,0.5537946
"1108",75244,4,2,4,4,3,1,2,1,-1,1,1,26.64,26.13,22.57,423.6729,5,1.786814,-1.054041,-1.101547
"1109",75246,6,5,3,1,2,2,2,2,0,4,1,31.08,37.83,80.75,546.5335,6,-0.4768428,-0.562244,0.02110125
"1110",75248,6,6,1,1,3,3,3,3,0,6,6,81.4,71.39,50.9,603.809,6,-1.124022,0.4989672,0.5537946
"1111",75252,3,2,3,3,3,3,3,3,0,5,1,44.94,24.49,79.05,585.2231,6,0.9144362,0.4989672,-1.263552
"1112",75254,3,2,2,2,3,3,2,2,0,1,1,32.5,25.95,85.85,504.2548,6,-0.08687352,-0.1372613,-1.263552
"1113",75255,4,5,3,2,2,2,2,3,0,1,1,13.24,25.04,81.92,613.1125,6,0.04681409,-0.3293836,-0.2502496
"1114",75256,6,6,3,2,2,3,2,3,0,2,6,44.94,77.1,78.69,587.4195,6,0.04681409,-0.02746105,0.5537946
"1115",75257,4,5,1,1,1,3,2,2,-1,5,1,50.15,26.62,46.76,410.2734,2,-2.244308,-0.1372613,-0.2502496
"1116",75258,3,4,1,2,2,4,4,4,0,2,0,24.53,59.89,63.03,415.8993,6,-0.9560095,1.618794,-0.6328778
"1117",75259,6,6,3,3,4,2,2,2,0,1,2,17,15.35,79.74,566.3276,0,1.260651,-0.562244,0.5537946
"1118",75260,6,6,3,1,2,3,2,4,0,5,6,76.98,57.37,88.96,564.1297,6,-0.4768428,0.08073719,0.5537946
"1119",75262,6,6,2,1,2,3,3,3,0,6,6,75.5,70.34,65.23,549.222,6,-0.9817417,0.4989672,0.5537946
"1120",75266,6,6,3,3,2,2,2,3,0,4,2,14.21,25.95,58.77,471.7097,6,0.5565133,-0.3293836,0.5537946
"1121",75267,5,6,2,2,3,2,2,2,0,6,2,48.13,48.13,72.83,598.2367,6,-0.08687352,-0.562244,0.2128065
"1122",75269,6,6,2,2,4,4,1,4,0,4,4,57.99,76.65,85.85,609.3209,6,0.2694896,-0.01455585,0.5537946
"1123",75271,5,6,1,1,4,3,3,3,0,6,4,28.48,46.38,86.72,532.4132,6,-0.749434,0.4989672,0.2128065
"1124",75272,3,3,3,2,2,2,2,2,-1,1,0,21.64,16.34,21.64,411.4512,2,0.04681409,-0.562244,-0.9404002
"1125",75274,6,6,4,2,3,3,3,2,0,4,1,24.85,25.95,82.31,527.1882,6,0.8898325,0.242359,0.5537946
"1126",75276,6,6,2,2,4,1,1,2,0,0,4,24.16,23.41,85.85,532.8197,6,0.2694896,-1.352532,0.5537946
"1127",75278,6,6,3,3,3,1,1,1,-3,1,0,17,11.74,68.7,371.1936,2,0.9144362,-1.691467,0.5537946
"1128",75280,5,6,1,2,3,4,4,4,0,6,5,82.31,54.35,73.71,489.9596,6,-0.5880417,1.618794,0.2128065
"1129",75286,5,1,4,3,4,1,2,1,0,5,5,39.04,30.78,77.1,577.9425,6,1.669462,-1.054041,-1.265339
"1130",75288,1,6,2,1,2,4,4,4,-1,4,5,43.85,50.15,63.31,541.4662,6,-0.9817417,1.618794,-0.3704418
"1131",75289,6,6,2,1,3,3,3,2,0,6,6,80.78,80.78,80.78,613.4991,6,-0.6131653,0.242359,0.5537946
"1132",75291,4,4,3,3,3,4,4,4,0,6,6,79.05,70.09,73.71,554.2967,6,0.9144362,1.618794,-0.4978889
"1133",75294,5,4,2,3,1,3,3,3,0,4,4,56.57,65.01,64.44,571.1034,6,-0.2902226,0.4989672,-0.3730681
"1134",75296,6,6,2,2,2,3,3,3,0,6,4,82.41,43.33,81.92,638.8143,6,-0.4516872,0.4989672,0.5537946
"1135",75298,6,5,2,2,2,2,3,3,0,4,4,76.65,49.48,78.69,587.7436,6,-0.4516872,0.06720907,0.02110125
"1136",75300,4,4,1,1,1,3,3,3,0,6,6,71.39,80.78,70.34,452.5479,6,-2.244308,0.4989672,-0.4978889
"1137",75302,4,4,3,2,3,2,2,3,0,2,5,26.64,17,86.72,447.4151,3,0.400682,-0.3293836,-0.4978889
"1138",75305,2,1,3,3,3,2,2,2,0,5,4,31.46,50.73,88.7,514.944,6,0.9144362,-0.562244,-1.939805
"1139",75308,5,5,2,3,2,3,3,2,0,6,5,23.47,30.14,76.65,576.6297,6,0.07131056,0.242359,-0.1234764
"1140",75312,3,3,2,2,3,3,3,3,-2,1,1,17,29.18,79.05,406.3233,5,-0.08687352,0.4989672,-0.9404002
"1141",75313,6,5,2,2,2,2,3,4,0,6,4,25.04,44.14,85.85,665.6444,6,-0.4516872,0.1879763,0.02110125
"1142",75315,4,4,2,2,2,3,3,3,0,2,1,23.47,23.41,79.05,574.7311,6,-0.4516872,0.4989672,-0.4978889
"1143",75316,2,2,2,1,3,1,2,2,0,6,6,76.65,76.65,81.92,543.4276,6,-0.6131653,-0.9420773,-1.437731
"1144",75319,5,6,4,3,3,1,2,2,0,6,5,81.13,78.69,79.05,623.1661,6,1.379522,-0.9420773,0.2128065
"1145",75323,6,5,2,1,1,3,3,3,0,2,0,18.13,43.85,86.72,495.1433,6,-1.382489,0.4989672,0.02110125
"1146",75325,6,6,2,1,2,4,4,3,0,6,6,73.38,43.85,70.34,577.5392,6,-0.9817417,1.38799,0.5537946
"1147",75326,6,6,2,2,3,1,1,1,0,6,6,82.41,82.41,78.69,578.2512,6,-0.08687352,-1.691467,0.5537946
"1148",75328,3,6,1,2,1,2,1,1,-1,1,6,24.53,21.08,51.5,491.8941,4,-1.352552,-1.154651,-0.1220425
"1149",75330,6,4,1,1,1,3,4,3,0,3,2,44.94,24.53,86.72,595.4109,6,-2.244308,1.088098,-0.2515698
"1150",75332,3,4,3,2,1,1,1,1,0,6,6,65.01,51.5,51.5,557.1193,6,-0.3153265,-1.691467,-0.6328778
"1151",75334,6,6,2,2,3,3,3,2,0,4,1,44.94,64.44,79.05,574.9233,6,-0.08687352,0.242359,0.5537946
"1152",75337,6,5,3,3,2,3,3,3,0,5,2,16.5,13.34,78.17,530.2564,6,0.5565133,0.4989672,0.02110125
"1153",75338,3,3,3,3,3,3,3,3,-1,2,1,16.5,16.33,25.04,344.9008,2,0.9144362,0.4989672,-0.9404002
"1154",75343,2,3,2,1,1,4,4,4,-1,6,2,68.7,25.04,51.5,470.3567,6,-1.382489,1.618794,-1.099825
"1155",75344,6,6,1,2,1,4,3,3,0,0,0,25.04,43.85,29.18,543.0885,3,-1.352552,0.9911914,0.5537946
"1156",75346,3,6,4,2,2,1,1,1,0,6,6,82.41,26.85,84.61,669.6503,6,0.532178,-1.691467,-0.1220425
"1157",75347,6,6,3,2,3,2,3,2,0,6,6,79.74,79.74,84.14,660.3036,6,0.400682,-0.04038812,0.5537946
"1158",75351,5,3,3,2,2,2,2,3,-1,2,1,39.02,22.75,80.92,404.2292,5,0.04681409,-0.3293836,-0.6344056
"1159",75353,6,6,3,2,4,2,1,3,0,6,6,80.46,71.39,88.7,599.907,6,0.7561493,-0.9280089,0.5537946
"1160",75354,3,2,3,1,2,4,2,3,0,2,2,44.14,17,72.83,595.6814,6,-0.4768428,0.2621566,-1.263552
"1161",75355,3,3,3,2,3,1,1,3,-1,0,0,39.04,30.34,50.9,456.7262,2,0.400682,-1.200891,-0.9404002
"1162",75357,4,1,1,1,1,3,3,3,-1,2,1,23.47,33.76,31.08,447.7349,2,-2.244308,0.4989672,-1.439734
"1163",75359,6,6,2,1,1,2,2,2,0,6,6,70.34,70.34,70.34,640.6283,6,-1.382489,-0.562244,0.5537946
"1164",75361,2,2,2,2,2,2,2,2,-1,0,2,26.64,26.62,50.9,329.8396,5,-0.4516872,-0.562244,-1.437731
"1165",75363,6,3,1,1,2,3,4,2,-1,6,2,19.66,36.35,88.7,470.3042,6,-1.555957,0.9773043,-0.4992788
"1166",75369,6,6,2,2,2,3,2,4,0,0,0,17,17.85,72.83,529.4739,6,-0.4516872,0.08073719,0.5537946
"1167",75371,6,6,2,1,1,2,3,3,0,5,6,59.18,82.41,84.61,641.3821,6,-1.382489,0.06720907,0.5537946
"1168",75372,4,2,3,3,3,4,4,4,-3,1,1,16.38,25.95,25.95,475.5419,2,0.9144362,1.618794,-1.101547
"1169",75373,4,4,3,2,3,3,2,3,0,4,4,24.98,26.6,84.14,620.18,6,0.400682,-0.02746105,-0.4978889
"1170",75377,6,5,4,3,3,1,2,2,0,5,6,76.98,81.92,67.94,602.5177,5,1.379522,-0.9420773,0.02110125
"1171",75379,6,6,3,3,3,2,4,4,-1,6,3,24.15,57.64,46.76,531.4826,6,0.9144362,0.9329765,0.5537946
"1172",75380,3,3,2,2,3,2,3,2,0,6,6,85.41,85.41,74.66,555.8439,6,-0.08687352,-0.04038812,-0.9404002
"1173",75383,5,6,4,3,4,1,1,1,0,4,6,63.31,54,79.74,561.6954,6,1.669462,-1.691467,0.2128065
"1174",75384,4,5,4,2,3,3,3,4,0,2,2,51.56,50.57,29.18,576.8287,3,0.8898325,0.8083498,-0.2502496
"1175",75385,4,4,2,2,2,1,2,2,0,2,2,28.48,28.48,70.34,571.029,6,-0.4516872,-0.9420773,-0.4978889
