,ST166Q02HA,ST166Q05HA,ST216Q01HA,ST216Q02HA,ST216Q03HA,FL167Q01HA,FL167Q02HA,FL167Q04HA,GRADE,MISCED,FISCED,BMMJ1,BFMJ2,BSMJ,literacy,sisced
73476,6.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,6.0,6.0,75.54,70.34,85.85,504.07759999999996,6.0
73477,6.0,6.0,2.0,2.0,4.0,3.0,2.0,4.0,0.0,1.0,0.0,17.0,59.89,83.09,437.33860000000004,3.0
73480,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,66.42,51.5,67.94,534.0995,6.0
73481,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,23.47,37.83,79.74,559.5519999999999,5.0
73483,3.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,-2.0,0.0,0.0,24.53,36.92,30.78,396.39029999999997,2.0
73484,2.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,-1.0,2.0,2.0,31.08,57.03,60.92,470.1901,3.0
73486,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,2.0,18.07,23.57,51.5,479.41760000000005,6.0
73487,6.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,-1.0,6.0,5.0,55.25,75.5,70.34,387.89189999999996,6.0
73488,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,6.0,6.0,65.01,71.39,73.91,483.24120000000005,6.0
73489,6.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,5.0,26.64,20.95,79.74,589.963,6.0
73493,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,16.8,22.57,80.46,542.6557,6.0
73494,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,-2.0,0.0,5.0,17.0,51.5,63.31,325.4749,1.0
73496,4.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,0.0,1.0,1.0,17.0,23.09,76.65,476.3098,3.0
73497,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,70.34,70.34,73.71,592.9927,6.0
73499,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,0.0,2.0,28.48,22.57,70.1,358.9625,3.0
73500,6.0,6.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,2.0,3.0,44.94,36.92,69.24,611.8181999999999,6.0
73501,5.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,4.0,76.65,36.92,80.46,602.2803999999999,6.0
73503,6.0,6.0,2.0,2.0,5.0,3.0,3.0,3.0,0.0,6.0,4.0,75.5,44.14,88.7,544.1107999999999,6.0
73507,5.0,6.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,4.0,2.0,17.0,25.04,79.74,585.6674,6.0
73508,6.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,1.0,2.0,51.56,57.03,85.85,495.09350000000006,6.0
73510,5.0,6.0,4.0,2.0,3.0,3.0,2.0,3.0,0.0,6.0,6.0,73.38,73.38,80.92,582.0040000000001,6.0
73512,6.0,6.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,19.66,17.0,80.46,530.376,6.0
73513,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,-1.0,4.0,0.0,17.0,17.0,70.34,391.96450000000004,6.0
73515,6.0,6.0,3.0,3.0,2.0,4.0,3.0,4.0,0.0,6.0,6.0,75.54,75.54,81.92,532.6931,6.0
73521,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,-1.0,4.0,0.0,25.95,25.95,84.14,453.0855,6.0
73522,5.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,4.0,6.0,39.04,88.31,81.13,528.5795,6.0
73523,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,-1.0,2.0,4.0,31.08,50.15,74.66,414.3083,2.0
73524,3.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,-2.0,5.0,5.0,23.57,25.95,24.98,272.7697999999999,2.0
73525,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,5.0,23.47,25.26,86.72,537.085,6.0
73528,6.0,6.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,2.0,1.0,17.0,25.95,80.46,583.7416999999999,6.0
73529,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,4.0,4.0,55.25,70.34,86.72,494.2234,6.0
73532,1.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,0.0,4.0,3.0,31.08,30.78,51.5,487.09220000000005,2.0
73534,6.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,-2.0,2.0,0.0,71.39,30.35,63.31,445.3298999999999,2.0
73535,6.0,6.0,3.0,2.0,2.0,4.0,4.0,3.0,0.0,6.0,6.0,73.91,54.0,57.64,440.1599,6.0
73537,6.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,40.54,22.77,79.05,514.2535999999999,6.0
73538,6.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,-1.0,2.0,2.0,25.95,25.95,46.76,465.6016000000001,2.0
73539,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,-2.0,6.0,6.0,23.57,36.97,50.9,294.7221,5.0
73540,3.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,4.0,30.9,24.85,80.46,540.9087999999999,6.0
73542,5.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,17.0,26.62,85.85,423.56659999999994,5.0
73543,5.0,5.0,4.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,17.0,16.8,86.72,469.45079999999996,6.0
73544,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,0.0,6.0,6.0,46.76,79.74,72.83,456.8287,3.0
73546,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,0.0,4.0,6.0,28.48,26.62,50.9,534.5047999999999,6.0
73547,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,0.0,4.0,2.0,30.9,32.67,79.05,511.9679,6.0
73548,6.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,6.0,6.0,79.05,78.69,79.05,667.5144000000001,6.0
73549,6.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,-2.0,6.0,2.0,25.04,30.78,86.72,456.92389999999995,3.0
73551,6.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,6.0,6.0,79.74,79.74,85.85,568.5509,6.0
73552,1.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,-1.0,1.0,1.0,24.53,23.41,58.77,426.40299999999996,1.0
73553,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,82.41,78.69,80.46,623.0889999999999,3.0
73554,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,-3.0,6.0,6.0,24.53,45.76,45.76,406.35959999999994,1.0
73555,1.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,-1.0,3.0,3.0,20.91,25.95,30.78,332.46369999999996,2.0
73559,6.0,6.0,2.0,3.0,4.0,4.0,4.0,4.0,-1.0,1.0,2.0,17.0,25.95,79.74,437.94699999999995,6.0
73560,4.0,6.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,5.0,5.0,57.03,75.5,88.7,642.7756999999999,6.0
73563,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,16.38,22.57,86.72,510.59,6.0
73565,6.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,4.0,2.0,43.33,26.92,86.81,502.4848,6.0
73566,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,6.0,6.0,76.65,79.05,80.46,568.5385000000001,6.0
73567,5.0,6.0,3.0,3.0,5.0,3.0,3.0,3.0,0.0,4.0,0.0,44.72,25.06,84.14,650.6355,6.0
73569,3.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,5.0,5.0,24.98,30.49,86.72,516.6023000000001,6.0
73574,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0,5.0,31.08,78.86,63.03,513.8489000000001,6.0
73575,2.0,6.0,4.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0,6.0,50.37,55.25,86.72,559.1946,6.0
73578,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,82.41,70.34,70.34,614.4611000000001,6.0
73580,5.0,3.0,4.0,3.0,5.0,1.0,2.0,4.0,0.0,5.0,2.0,31.08,57.03,79.05,584.0415,5.0
73588,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,28.48,25.26,73.38,503.4741,6.0
73593,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,6.0,5.0,28.48,57.03,81.92,636.5742,6.0
73594,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,26.64,26.6,67.94,565.0337999999999,6.0
73596,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,14.21,20.91,81.92,469.8920999999999,6.0
73598,6.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,6.0,3.0,76.49,51.5,88.7,628.3125000000001,6.0
73600,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,24.98,59.89,86.72,632.0122,6.0
73602,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,2.0,2.0,44.94,25.95,62.45,523.7782,2.0
73603,6.0,6.0,2.0,3.0,4.0,2.0,2.0,3.0,0.0,6.0,5.0,82.41,62.45,79.74,528.8831999999999,6.0
73604,6.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,70.34,70.34,70.34,545.4534,6.0
73606,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,76.65,76.65,82.41,676.1945000000001,6.0
73607,6.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,68.7,76.65,71.39,650.6838,6.0
73609,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,70.34,23.8,88.7,565.1144999999999,6.0
73610,6.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,17.0,28.52,86.72,527.0587,6.0
73611,6.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,58.77,50.9,79.49,516.6445999999999,6.0
73613,4.0,6.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,4.0,0.0,28.48,31.08,88.7,625.3736000000001,6.0
73614,3.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,0.0,6.0,6.0,58.77,78.17,50.15,529.0052000000001,3.0
73618,5.0,6.0,2.0,1.0,3.0,4.0,4.0,4.0,0.0,5.0,2.0,13.24,17.85,68.7,582.1020000000001,6.0
73619,6.0,6.0,3.0,3.0,4.0,1.0,2.0,3.0,0.0,2.0,2.0,20.78,20.78,76.65,552.3244,3.0
73620,6.0,6.0,1.0,1.0,1.0,4.0,4.0,3.0,0.0,2.0,2.0,24.16,37.83,83.09,590.9066,6.0
73621,6.0,6.0,3.0,2.0,3.0,4.0,1.0,4.0,0.0,4.0,6.0,39.02,68.54,84.14,641.3433000000001,6.0
73622,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,0.0,6.0,2.0,70.5,25.04,73.91,513.1564999999999,6.0
73623,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,6.0,5.0,82.41,17.0,79.74,544.5842,6.0
73626,6.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,1.0,40.56,25.23,88.7,633.8471,6.0
73627,5.0,6.0,2.0,2.0,3.0,3.0,2.0,4.0,0.0,6.0,6.0,57.04,57.04,70.34,582.0292999999999,6.0
73628,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,-3.0,1.0,1.0,17.0,22.57,70.1,360.54779999999994,6.0
73631,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,2.0,16.8,26.85,70.34,511.8657,6.0
73633,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,-3.0,2.0,2.0,16.5,57.03,30.78,337.17240000000004,4.0
73634,6.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,28.48,28.48,88.7,554.8331000000001,6.0
73635,6.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,-1.0,4.0,1.0,44.94,37.22,74.66,668.2681,6.0
73636,5.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,4.0,11.74,25.51,86.72,507.09710000000007,6.0
73640,4.0,6.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,4.0,50.37,50.73,77.1,600.5997,6.0
73641,4.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,16.38,59.89,86.72,506.7147000000001,6.0
73642,6.0,6.0,3.0,2.0,3.0,4.0,4.0,4.0,0.0,1.0,2.0,25.91,20.78,81.92,622.3888,6.0
73645,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,-1.0,2.0,2.0,32.2,17.0,46.76,438.46850000000006,5.0
73646,5.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,80.92,71.39,78.69,557.1478999999999,6.0
73649,6.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,6.0,6.0,81.13,88.31,88.31,541.31,6.0
73650,6.0,6.0,4.0,4.0,4.0,1.0,2.0,2.0,0.0,6.0,2.0,58.77,32.5,86.72,512.289,5.0
73654,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,6.0,5.0,68.7,25.06,70.5,408.3029,2.0
73657,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,6.0,6.0,57.99,51.5,76.24,587.3714,6.0
73659,4.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,0.0,4.0,2.0,55.25,57.03,72.83,440.8945,6.0
73661,4.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,6.0,6.0,58.77,43.33,71.39,428.7888,6.0
73663,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,6.0,17.0,70.34,88.7,553.8345,6.0
73665,6.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,57.68,57.03,84.14,610.7248999999999,6.0
73667,5.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,6.0,4.0,68.7,32.5,68.7,515.7999,6.0
73670,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,5.0,2.0,31.08,30.34,82.41,463.48550000000006,6.0
73671,6.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,-1.0,1.0,1.0,14.21,19.78,31.08,327.7651,5.0
73673,5.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,14.21,19.78,51.5,510.8188,4.0
73674,6.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,6.0,4.0,82.41,31.08,15.35,510.5063,6.0
73676,6.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,3.0,3.0,58.77,32.5,70.34,461.6546,6.0
73678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,2.0,39.02,57.03,50.9,340.7298,5.0
73680,2.0,6.0,4.0,3.0,4.0,2.0,2.0,3.0,-1.0,4.0,4.0,81.05,59.18,78.69,408.9784,5.0
73681,6.0,6.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,62.13,39.04,80.92,583.4799999999999,6.0
73682,6.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,0.0,3.0,1.0,17.0,15.35,78.69,609.8883,6.0
73683,5.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,6.0,6.0,82.41,85.41,77.1,571.4226000000001,6.0
73684,6.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,0.0,4.0,4.0,14.21,26.13,47.42,470.41630000000004,6.0
73685,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,-1.0,2.0,4.0,16.38,57.03,50.15,524.2858,2.0
73686,6.0,6.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,23.41,30.78,62.45,517.2187000000001,6.0
73688,6.0,6.0,1.0,1.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,51.56,24.53,79.05,467.7499000000001,3.0
73689,6.0,6.0,1.0,2.0,1.0,4.0,4.0,4.0,0.0,5.0,4.0,76.65,25.04,80.46,540.2507,6.0
73690,6.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,76.49,79.74,81.92,530.6888999999999,6.0
73691,5.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,24.98,32.5,79.05,577.5134999999999,6.0
73692,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,14.39,26.62,86.72,498.49680000000006,6.0
73697,5.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,0.0,4.0,6.0,80.46,75.54,80.46,463.5036999999999,3.0
73698,6.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,6.0,6.0,82.41,79.74,79.74,536.4163,5.0
73700,3.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,-2.0,4.0,4.0,30.9,20.95,50.9,319.13849999999996,6.0
73701,5.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,6.0,6.0,54.55,65.42,80.92,500.8595,6.0
73704,6.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,-1.0,2.0,4.0,16.8,26.6,81.92,385.3511,6.0
73705,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,6.0,2.0,57.99,26.85,63.03,526.4039,6.0
73707,5.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,-1.0,5.0,1.0,26.64,26.13,70.34,537.3483,6.0
73708,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,-1.0,0.0,0.0,23.88,16.8,78.69,524.6629,6.0
73711,3.0,6.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,4.0,2.0,24.98,23.19,85.85,568.2978,6.0
73714,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,4.0,4.0,44.94,36.35,86.72,584.9734000000001,6.0
73716,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,13.24,59.89,70.34,527.5899000000001,3.0
73717,6.0,6.0,1.0,1.0,4.0,3.0,3.0,3.0,0.0,2.0,2.0,57.03,24.16,81.92,536.7971,6.0
73718,6.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,6.0,4.0,57.03,73.91,70.34,559.5975,6.0
73719,6.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,0.0,6.0,6.0,82.41,86.72,68.88,565.3309999999999,6.0
73720,6.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,2.0,24.98,36.92,76.24,578.1179,6.0
73723,6.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,5.0,82.41,21.13,79.05,589.9425000000001,6.0
73724,4.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,16.8,59.89,76.65,531.9653000000001,6.0
73725,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,2.0,55.25,51.5,43.85,505.16799999999995,6.0
73726,5.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,-1.0,2.0,1.0,26.64,13.87,60.92,417.1738,6.0
73729,6.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,0.0,1.0,5.0,16.8,40.54,79.74,537.603,6.0
73731,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,-1.0,3.0,3.0,75.5,75.5,50.9,516.1843,2.0
73734,5.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,5.0,70.34,43.85,50.9,476.4166,6.0
73735,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,0.0,5.0,5.0,70.34,36.35,85.85,470.7858000000001,6.0
73736,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,26.64,30.78,67.94,580.0593,6.0
73738,5.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,0.0,4.0,4.0,26.64,65.01,88.31,496.25729999999993,6.0
73739,6.0,6.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,30.49,25.23,85.85,630.3171,6.0
73741,6.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,6.0,4.0,86.72,70.34,78.69,613.0256999999999,6.0
73742,6.0,6.0,3.0,4.0,5.0,3.0,3.0,4.0,0.0,1.0,1.0,23.47,20.91,50.9,506.51599999999996,6.0
73746,6.0,6.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,6.0,47.83,86.72,88.7,554.7344,6.0
73747,5.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,6.0,73.38,62.39,51.01,608.5195000000001,6.0
73749,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,4.0,6.0,43.33,56.38,81.78,374.8348000000001,6.0
73750,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,75.54,50.9,84.61,522.0957000000001,3.0
73752,6.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,4.0,6.0,28.48,82.41,50.9,544.7473000000001,6.0
73755,6.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,19.83,59.89,70.34,538.9461,6.0
73756,4.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,57.03,17.0,86.72,468.6758,6.0
73757,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,-2.0,6.0,5.0,54.86,30.78,78.17,500.9054,6.0
73759,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,6.0,2.0,21.64,25.95,79.74,452.9651,6.0
73760,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,6.0,6.0,62.45,73.91,88.96,525.4638,6.0
73766,4.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,0.0,4.0,5.0,44.94,36.92,79.74,500.8598999999999,6.0
73769,5.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,70.34,80.46,84.14,572.291,6.0
73770,6.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,-2.0,2.0,0.0,43.19,43.85,85.85,427.8143999999999,2.0
73772,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,-2.0,6.0,3.0,49.3,15.35,50.9,317.85600000000005,6.0
73773,5.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,28.48,59.35,86.72,507.9910000000001,6.0
73777,6.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,6.0,1.0,86.72,65.42,57.03,657.9109,6.0
73778,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,0.0,0.0,16.8,22.57,58.77,400.10249999999996,1.0
73779,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,0.0,4.0,4.0,43.33,20.91,51.5,525.9709,5.0
73780,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,5.0,1.0,51.56,25.23,30.78,551.8009999999999,6.0
73785,5.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,3.0,2.0,70.34,35.34,80.46,552.0944,6.0
73786,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,6.0,6.0,58.77,43.33,79.74,497.57,6.0
73787,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,-1.0,4.0,2.0,39.02,26.85,85.85,406.77689999999996,6.0
73789,6.0,6.0,2.0,2.0,1.0,4.0,2.0,4.0,-1.0,2.0,2.0,39.02,30.49,73.71,489.60299999999995,6.0
73790,6.0,6.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,4.0,4.0,43.85,25.95,76.65,508.69360000000006,6.0
73793,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,-2.0,2.0,6.0,24.16,17.0,46.38,397.3944,1.0
73795,5.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,6.0,6.0,82.41,82.41,68.7,483.408,6.0
73798,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,76.49,73.91,50.9,503.7598,6.0
73800,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,-1.0,2.0,2.0,20.95,24.49,25.04,486.8804000000001,5.0
73801,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,4.0,1.0,39.02,39.04,54.55,541.257,6.0
73802,6.0,6.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,5.0,5.0,23.41,35.34,51.5,402.6121,6.0
73804,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,50.15,23.57,79.74,448.11410000000006,6.0
73806,6.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0,6.0,6.0,81.92,81.92,70.34,605.3793,6.0
73808,6.0,6.0,2.0,1.0,2.0,3.0,3.0,3.0,-1.0,0.0,0.0,16.38,33.76,85.85,512.9034,6.0
73811,5.0,6.0,2.0,1.0,4.0,3.0,4.0,3.0,-2.0,3.0,1.0,24.53,43.19,82.41,366.6207,2.0
73814,6.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,17.0,62.39,86.72,517.6692,6.0
73815,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,-2.0,2.0,6.0,17.0,82.41,77.1,371.216,6.0
73819,5.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,6.0,1.0,39.02,14.21,50.9,495.33729999999997,3.0
73821,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,6.0,6.0,70.09,81.13,81.92,649.1673,6.0
73823,3.0,6.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,2.0,40.54,33.16,88.7,567.3238,6.0
73824,6.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,3.0,2.0,26.64,21.2,81.92,491.44629999999995,6.0
73825,6.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,23.47,33.9,86.72,455.8906,6.0
73829,6.0,6.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,21.64,78.69,81.92,551.5152,6.0
73830,6.0,6.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,28.48,30.78,80.92,468.57349999999997,6.0
73831,6.0,6.0,2.0,1.0,1.0,3.0,3.0,3.0,-1.0,3.0,6.0,31.08,50.9,79.74,624.7387000000001,5.0
73833,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,43.33,39.04,68.7,531.5197,6.0
73834,6.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,6.0,4.0,76.49,78.86,50.9,543.0437000000001,6.0
73835,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,4.0,28.48,25.04,86.72,432.5104,6.0
73837,6.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,14.21,25.04,79.49,601.0135,6.0
